None,8536,8536,8536,8536,None,None
None,8537,8537,8537,8537,None,None
None,8538,8538,8538,8538,None,None
None,8539,8539,8539,8539,None,None
None,8536,8536,8536,8536,None,None
None,8535,8535,8535,8535,None,None
None,8534,8534,8534,8534,None,None
None,8537,8537,8537,8537,None,None
None,8538,8538,8538,8538,None,None
None,8539,8539,8539,8539,None,None
None,8536,8536,8536,8536,None,None
None,8539,8539,8539,8539,None,None
None,8536,8536,8536,8536,None,None
None,8535,8535,8535,8535,None,None
None,8534,8534,8534,8534,None,None
None,8537,8537,8537,8537,None,None
None,8538,8538,8538,8538,None,None
None,8535,8535,8535,8535,None,None
None,8534,8534,8534,8534,None,None
None,8533,8533,8533,8533,None,None
Up,8532.1,8531.331885425214,8530.102902105555,8529.565221903204,UpTrendDnBar,Up
Down,8535.904761904761,8536.654667416573,8537.85451623547,8538.379450093737,DnTrendDnBar,None
Down,8534.863636363636,8535.620150771687,8536.830573824565,8537.3601339102,DnTrendUpBar,Down
Down,8534.108695652174,8534.84894416713,8536.033341791059,8536.551515751527,DnTrendUpBar,Down
Down,8534.108695652174,8534.84894416713,8536.033341791059,8536.551515751527,DnTrendDnBar,Down
Down,8534.108695652174,8534.84894416713,8536.033341791059,8536.551515751527,DnTrendDnBar,Down
Down,8534.108695652174,8534.84894416713,8536.033341791059,8536.551515751527,DnTrendUpBar,Down
Down,8533.907407407407,8534.624746072157,8535.772487935757,8536.274625001082,DnTrendUpBar,Down
Down,8533.907407407407,8534.624746072157,8535.772487935757,8536.274625001082,DnTrendUpBar,Down
Down,8533.907407407407,8534.624746072157,8535.772487935757,8536.274625001082,DnTrendUpBar,Down
Down,8533.907407407407,8534.624746072157,8535.772487935757,8536.274625001082,DnTrendUpBar,Down
Down,8533.907407407407,8534.624746072157,8535.772487935757,8536.274625001082,DnTrendUpBar,Down
Down,8533.907407407407,8534.624746072157,8535.772487935757,8536.274625001082,DnTrendUpBar,Down
Down,8533.907407407407,8534.624746072157,8535.772487935757,8536.274625001082,DnTrendUpBar,Down
Up,8536.975,8536.278730176824,8535.164698459741,8534.677309583516,UpTrendDnBar,None
Up,8537.25,8536.539953053196,8535.403877938308,8534.906845075544,UpTrendDnBar,Up
Up,8537.275,8536.587765202667,8535.488189526932,8535.007125168799,UpTrendUpBar,Up
Up,8537.275,8536.587765202667,8535.488189526932,8535.007125168799,UpTrendUpBar,Up
Up,8537.275,8536.587765202667,8535.488189526932,8535.007125168799,UpTrendUpBar,Up
Up,8538.075,8537.40061756646,8536.321605672798,8535.84953796932,UpTrendDnBar,Up
Up,8538.808333333332,8538.144746698279,8537.083008082192,8536.618497437656,UpTrendUpBar,Up
Up,8538.808333333332,8538.144746698279,8537.083008082192,8536.618497437656,UpTrendUpBar,Up
Up,8539.058333333332,8538.394746698279,8537.333008082192,8536.868497437656,UpTrendUpBar,Up
Up,8540.041666666666,8539.358282522215,8538.26486789109,8537.786498989974,UpTrendUpBar,Up
Up,8541.108333333334,8540.432305309589,8539.350660471595,8538.877440854974,UpTrendUpBar,Up
Up,8542.083333333334,8541.427166010499,8540.377298293964,8539.91798116798,UpTrendUpBar,Up
